NQUEST,GIUDINT1,GIUDINT5,GIUDINT2,GIUDINT3,GIUDINT4
138091,5,1,4,4,5
138094,5,1,4,4,5
138096,5,2,4,4,4
138097,5,1,3,4,4
138098,4,1,3,4,5
138102,5,1,3,4,5
138110,5,3,4,4,5
138111,5,1,4,4,5
138129,4,3,3,4,4
138130,5,1,4,4,5
138141,4,4,2,3,3
138148,5,1,4,4,5
138150,4,1,3,4,5
138165,5,1,4,4,5
138173,5,1,4,4,5
138227,5,3,4,2,5
138240,5,1,5,4,5
138244,5,3,3,3,5
138248,4,2,4,3,4
138254,3,1,2,3,4
138255,4,2,3,3,3
138265,4,2,4,4,4
138270,5,1,5,4,5
138277,4,2,4,3,4
138283,4,2,4,3,4
138285,4,2,4,3,4
138287,5,4,2,3,5
138290,5,1,5,4,5
138292,4,2,3,3,4
138294,4,2,4,4,4
138296,5,1,5,4,5
138297,3,3,3,3,3
138301,3,3,3,3,3
138320,5,1,4,4,5
138335,4,2,3,3,4
138338,5,1,5,3,5
138359,4,1,4,3,4
138380,4,3,3,3,3
138385,4,1,4,3,4
138388,4,2,4,4,4
138391,4,2,3,4,5
138396,3,3,3,2,3
138398,5,1,5,4,5
138399,4,2,4,4,4
138409,4,2,4,3,4
138412,3,3,3,3,4
138421,5,1,4,4,5
138434,4,2,4,3,4
138455,5,3,4,3,5
138462,2,3,3,3,2
138465,5,3,4,4,5
138466,4,3,3,3,5
138483,3,3,3,3,3
138489,5,2,4,4,4
138494,5,1,5,4,5
138507,5,1,5,4,5
138532,5,1,5,2,5
138535,5,1,4,4,5
138538,3,3,2,2,3
138542,5,1,3,4,5
138551,4,4,1,1,3
138556,3,2,2,3,5
138570,3,2,4,3,4
138571,2,4,2,2,2
138574,4,2,4,3,4
138585,3,3,3,3,3
138589,4,2,4,2,4
138591,5,1,5,4,5
138597,4,2,4,4,4
138620,5,1,5,4,5
138621,4,2,4,4,5
138624,4,1,4,4,4
138630,4,2,4,3,3
138633,5,1,5,4,5
138651,5,1,5,4,5
138661,5,2,4,4,4
138700,5,1,5,4,5
138714,5,1,5,4,5
138719,5,2,4,4,4
138722,1,3,3,4,4
138723,3,2,3,3,4
138737,4,1,4,3,4
139003,2,3,4,3,4
139004,3,3,3,3,4
139006,3,3,4,3,4
139007,3,3,3,4,4
139008,3,3,4,3,4
139010,4,3,4,3,4
139012,5,1,4,3,4
139014,3,3,4,3,4
139015,4,3,4,4,5
139016,4,3,4,4,5
139019,4,2,4,3,4
139022,5,1,4,3,4
139023,2,3,3,3,4
139024,4,3,4,3,4
139027,2,3,3,4,4
139029,3,3,3,3,4
139030,3,3,4,4,4
139032,3,2,3,3,4
139073,3,3,3,3,4
139074,3,3,4,4,4
140003,4,1,2,3,4
140021,4,2,4,4,5
140026,4,2,5,4,5
140033,5,1,4,4,5
140049,5,2,2,3,4
140054,5,1,4,4,5
140065,4,1,4,4,5
140073,5,1,5,4,5
141010,2,3,2,3,3
141012,5,1,4,3,5
141013,4,1,4,3,4
141018,3,3,3,3,5
141019,3,2,3,3,4
141022,4,2,3,3,4
141023,3,3,3,3,4
141028,3,2,4,3,5
141031,4,2,3,3,5
141032,2,2,3,3,4
141033,4,3,3,3,4
141043,5,1,2,4,5
141044,2,2,1,2,2
141046,3,2,3,3,5
141047,2,3,3,2,4
141056,2,3,1,2,3
141059,2,1,3,3,5
141062,2,3,3,3,5
141066,2,4,1,4,5
141071,2,3,2,3,4
141073,3,2,3,3,4
141074,3,3,3,3,5
141075,4,2,3,3,5
141080,2,3,1,2,3
141086,2,3,1,3,5
141087,4,4,3,3,5
141090,4,1,4,3,5
142035,4,1,5,4,4
142037,4,1,4,4,4
142048,3,2,2,3,4
142059,2,3,2,3,4
142081,4,2,3,3,4
142082,2,3,1,2,2
143002,3,3,4,2,4
143011,3,3,4,3,4
143012,4,2,4,3,4
143016,3,3,4,2,3
143018,4,2,4,3,4
143025,4,2,4,3,4
143033,4,3,3,2,4
143037,3,2,3,3,3
143047,3,3,2,2,3
143048,4,3,4,3,4
143049,3,3,3,2,3
143056,3,3,4,2,3
143062,4,3,3,3,3
143076,3,3,3,3,3
143083,2,4,4,4,4
143086,3,3,4,3,3
143090,4,3,3,3,4
144005,4,2,2,4,5
144006,4,2,4,4,5
144008,5,1,3,4,5
144010,4,2,2,3,4
144015,4,3,3,4,4
144017,4,2,3,4,5
144025,4,1,3,3,5
144027,4,2,3,3,5
144036,4,1,3,3,4
144088,4,2,1,3,3
145004,3,3,1,2,2
145007,4,2,2,2,3
145012,2,2,2,1,2
145015,3,2,2,2,2
145036,3,2,2,3,3
145076,2,2,1,1,1
145088,2,3,2,4,4
146024,4,3,3,4,4
146030,4,1,3,4,4
146031,4,2,4,3,4
146032,5,1,4,4,5
146036,4,2,3,3,4
146038,4,3,3,3,4
146043,4,1,3,3,4
146047,4,1,3,4,4
146049,5,1,4,4,5
146052,5,1,4,4,5
146056,4,2,3,4,4
146057,4,2,3,4,4
146058,4,1,3,3,4
146059,4,2,4,3,4
146061,5,1,5,4,5
146074,5,1,5,4,5
146081,4,2,3,4,4
146087,4,2,4,4,5
147014,4,2,3,4,4
147034,4,3,3,3,4
147041,4,1,4,4,5
147068,3,2,3,3,4
147071,4,2,3,3,4
147073,4,2,4,4,5
147078,2,3,2,3,5
148001,5,1,5,3,5
148002,4,3,4,3,4
148043,4,1,4,3,3
148059,2,3,2,3,3
148064,4,1,4,3,4
148081,2,2,3,2,2
148087,4,2,3,3,4
148088,4,1,4,3,4
149003,4,2,4,3,4
149004,4,2,3,2,4
149007,4,2,5,4,5
149009,4,2,4,3,4
149010,3,4,1,2,3
149015,4,2,3,3,5
149021,5,1,5,4,5
149027,4,2,3,4,5
149030,4,2,1,2,4
149031,3,3,2,2,4
149032,4,2,4,4,5
149038,4,2,4,3,5
149040,4,2,4,4,5
149041,4,2,4,3,5
149043,4,2,3,2,4
149044,4,2,5,4,5
149050,4,2,3,3,5
149062,5,1,3,2,3
149065,5,1,5,4,5
149067,5,1,5,4,5
149068,4,2,4,3,4
149071,5,3,3,2,4
149075,5,1,5,4,5
149080,5,1,5,4,5
149083,5,1,5,4,5
149090,5,1,5,4,5
150004,4,1,5,4,5
150005,3,1,4,4,5
150006,3,2,4,3,5
150010,4,2,4,4,5
150012,5,2,4,2,4
150014,4,4,4,2,4
150016,4,1,5,4,5
150019,4,3,4,3,4
150022,4,1,4,4,4
150033,4,2,4,3,4
150042,3,5,3,2,3
150064,4,2,4,3,4
150066,5,4,4,2,4
150086,5,1,5,4,5
151003,2,2,2,3,4
151004,4,2,2,3,4
151007,3,2,3,3,4
151008,2,4,3,3,4
151011,3,3,2,3,4
151013,3,3,3,3,4
151015,2,3,2,3,3
151017,4,2,2,2,2
151018,4,2,3,2,4
151019,2,3,2,3,2
151020,4,2,4,3,4
151022,4,2,3,3,4
151023,4,2,3,4,5
151025,4,2,3,3,5
151052,2,3,2,2,2
151068,3,3,2,3,4
151077,3,3,3,3,4
152001,5,1,5,3,5
152004,5,1,5,4,5
152006,5,1,5,3,5
152008,4,3,4,4,5
152009,5,1,4,3,5
152011,5,3,1,2,5
152012,5,1,5,4,5
152018,5,1,5,3,5
152021,5,1,4,3,5
152026,5,2,5,3,5
152038,5,1,5,4,5
152045,5,1,5,4,5
152048,5,1,5,3,5
152050,5,1,5,4,5
152054,5,1,5,3,5
152059,4,3,2,2,3
152069,5,5,1,4,2
152073,5,1,5,4,5
152075,5,3,4,3,5
152083,5,1,5,4,5
152090,5,1,5,4,5
153003,3,3,2,3,4
153005,4,1,3,3,4
153028,4,2,2,3,4
153032,4,3,4,4,5
153034,3,3,3,3,4
153049,5,1,4,3,5
154011,5,1,5,4,4
154025,4,1,3,4,3
154036,2,2,2,3,4
154040,3,2,1,2,2
154045,3,2,4,3,3
154053,2,3,2,4,4
154059,1,3,3,4,3
154060,2,2,4,4,4
155001,4,2,4,4,4
155002,4,2,3,4,4
155007,4,2,3,4,4
155009,5,1,4,4,5
155018,4,2,3,4,4
155023,4,3,4,4,4
155033,3,3,4,3,4
155037,3,2,4,3,4
155046,2,3,1,3,3
155050,4,3,3,4,4
155052,4,2,3,3,4
155067,5,2,4,4,5
155069,5,2,4,4,4
155070,4,3,3,3,4
155085,4,2,4,4,4
156005,3,3,2,4,4
156015,4,3,3,3,4
156023,4,2,4,3,5
156031,4,3,3,3,4
156035,5,1,4,4,5
156036,5,3,4,2,4
156038,5,1,4,4,5
156039,4,2,4,2,5
156041,3,4,2,3,3
156046,3,3,1,4,4
156048,3,2,3,3,4
156051,2,3,3,2,3
156055,4,3,3,2,3
156056,4,2,4,3,5
156063,4,2,3,3,4
156064,4,3,3,4,4
156084,5,3,4,3,3
156086,4,2,4,3,4
157002,4,2,4,3,4
157006,4,2,4,3,4
157009,4,2,4,4,5
157010,4,2,4,4,4
157012,4,2,4,4,4
157013,4,2,3,3,3
157014,4,2,4,3,4
157019,4,2,4,4,4
157023,4,2,4,4,4
157029,4,2,4,4,4
157037,4,2,4,4,5
157038,4,2,4,4,4
157054,4,2,4,4,4
157062,4,2,3,3,4
157072,5,1,4,4,5
157077,4,2,4,3,4
157079,4,2,4,4,4
157081,4,1,4,4,4
157084,4,1,4,4,4
157085,4,2,4,3,4
157089,4,2,4,4,5
158003,4,1,2,3,3
158009,2,3,2,4,1
158042,2,3,2,3,3
158046,2,3,1,3,2
158047,4,1,4,4,3
158060,2,3,1,4,3
158062,4,2,3,4,4
159001,4,2,3,3,3
159007,3,3,3,2,3
159008,4,2,3,3,3
159015,4,2,3,4,4
159017,3,3,3,2,3
159020,3,2,3,3,3
159022,2,3,3,3,4
159027,2,3,3,3,3
159028,2,3,2,2,2
159031,3,3,3,3,3
159035,4,2,4,3,4
159043,2,4,3,3,4
159045,3,3,3,2,3
159049,3,3,3,3,3
159053,4,2,3,3,4
159057,4,2,4,3,4
159064,4,2,4,3,4
159068,4,2,4,3,4
159070,4,3,3,3,3
159075,4,2,3,3,3
159081,3,3,3,3,3
159083,4,2,3,3,3
159089,3,2,3,3,4
160001,2,5,2,3,3
160002,5,1,5,4,5
160003,3,2,3,3,4
160004,4,3,4,3,4
160010,4,2,2,3,3
160011,4,2,3,3,4
160028,4,1,4,4,4
160039,4,3,2,3,4
160040,4,3,3,2,4
160048,4,1,4,4,5
160049,4,1,3,4,4
160050,4,1,4,3,4
160057,4,2,3,4,4
160058,2,4,1,4,3
160063,4,1,3,4,4
160084,3,3,2,2,4
160087,4,2,3,4,4
161001,1,5,2,2,2
161007,3,3,3,3,5
161010,1,3,3,2,3
161014,4,2,4,2,4
161021,3,3,3,3,4
161029,1,5,1,3,3
161032,3,3,3,2,4
161035,3,3,3,3,3
161037,2,4,3,2,4
161049,1,4,3,2,3
161055,1,5,1,3,3
161056,3,3,3,3,3
161057,4,1,4,3,4
161060,3,3,3,3,4
161068,2,4,3,2,3
161076,2,4,1,3,2
161079,3,2,2,2,3
161080,2,3,3,3,5
161081,2,3,3,3,3
161082,3,2,3,3,4
162002,2,3,3,2,3
162006,3,3,3,2,3
162007,2,2,3,2,3
162008,3,3,3,2,3
162018,2,3,3,2,3
162020,1,5,2,2,3
162022,3,2,3,2,2
162023,3,4,3,2,4
162042,4,2,3,2,4
162044,2,2,3,2,2
162051,1,4,1,2,3
162058,3,3,3,2,3
162062,3,3,3,2,3
162067,3,3,3,2,3
162079,3,3,4,3,3
163005,3,3,4,3,5
163006,3,3,3,4,5
163009,4,2,3,3,5
163011,4,3,3,3,5
163012,2,3,3,3,5
163013,2,3,2,3,4
163014,5,2,4,2,5
163019,3,3,3,3,5
163022,5,2,3,3,5
163044,3,3,3,1,5
163053,4,3,3,2,5
163054,4,3,3,3,5
163057,5,3,3,2,5
163058,4,3,2,3,4
163062,4,3,3,3,5
163079,2,3,1,3,5
163081,2,3,2,2,3
163083,4,3,3,3,5
163088,4,2,3,3,5
164001,3,3,2,3,4
164040,1,3,1,3,2
164044,4,1,2,4,5
164061,3,2,2,4,5
164085,2,1,2,4,5
164087,4,1,2,3,4
165014,3,3,3,3,3
165017,4,2,4,3,4
165020,3,3,3,3,3
165022,3,3,3,3,3
165037,4,2,4,3,4
165039,4,2,3,3,3
165044,4,2,4,4,4
165048,4,2,4,3,4
165061,4,2,4,4,4
165063,4,2,4,3,4
165085,4,1,4,4,4
165088,4,3,3,3,4
166001,3,3,3,3,4
166005,3,2,2,2,3
166007,2,2,2,3,4
166018,4,2,3,3,4
166030,4,2,3,3,4
166036,3,2,4,3,3
166039,3,2,1,2,3
166047,2,3,3,3,3
166049,4,2,3,3,4
166050,4,2,4,3,4
166069,3,2,3,3,3
166072,3,2,3,3,3
166078,3,3,3,3,3
167004,4,2,3,4,5
167012,5,2,3,3,4
167014,2,4,2,3,3
167038,5,1,4,4,5
167039,5,1,5,4,5
167061,3,2,2,3,3
167069,4,2,2,3,2
167071,3,2,3,3,3
167074,3,5,2,2,1
167079,4,2,4,3,4
167085,3,3,2,3,1
168004,4,2,4,4,5
168005,4,2,4,3,4
168010,5,1,4,3,4
168014,5,2,5,4,5
168016,2,3,3,3,2
168025,4,3,3,4,3
168032,2,3,3,3,4
168034,4,2,4,4,4
168036,4,3,3,3,3
168037,3,3,3,3,4
168040,5,1,4,4,5
168043,1,4,1,3,4
168045,4,2,3,3,3
168051,4,2,4,4,5
168055,5,1,4,4,5
168059,5,1,5,4,5
168060,4,2,4,4,4
168061,5,1,4,4,5
168065,4,2,3,3,4
168066,4,2,4,4,5
168067,4,2,4,4,5
168068,4,3,1,3,3
168073,4,1,4,4,5
168077,4,2,4,4,4
168081,5,1,5,4,5
168088,4,2,4,3,4
169001,4,1,4,4,3
169002,3,2,3,3,4
169015,3,3,3,3,3
169033,3,2,3,3,4
169069,3,3,3,3,4
169080,5,1,4,3,5
170001,5,1,5,4,5
170002,5,1,5,4,5
170011,5,1,5,4,5
170015,5,1,5,4,5
170024,5,1,5,4,5
170032,5,1,5,4,5
170037,5,1,5,4,5
170043,5,1,5,4,5
170045,5,1,5,4,5
170049,5,1,5,4,5
170057,5,1,5,4,5
170068,5,1,5,4,5
170075,4,1,5,4,5
170079,5,1,5,4,5
171001,5,1,4,4,5
171004,5,1,4,4,5
171006,4,1,3,4,5
171019,5,1,4,4,5
171025,5,1,5,4,5
171033,5,1,4,4,5
171039,5,1,3,4,5
171041,5,1,4,4,5
171054,5,1,5,4,5
171055,5,1,3,4,5
171057,5,1,4,4,5
171058,5,1,5,4,5
171059,5,1,5,4,5
171062,5,1,4,4,5
171071,5,1,5,4,5
171077,5,1,3,4,4
171078,5,1,3,4,5
171082,5,1,4,4,5
171085,5,1,2,3,5
171086,5,1,3,4,5
171087,5,1,4,4,5
172004,4,4,3,2,2
172005,4,2,4,4,5
172012,4,1,4,3,5
172025,5,2,5,4,5
172028,3,3,3,3,4
172035,4,2,4,4,5
172077,4,1,4,4,5
172083,5,1,5,4,5
173005,3,2,4,4,4
173007,5,1,5,4,5
173011,5,1,5,4,5
173013,5,1,5,4,5
173039,5,1,5,4,5
173053,5,1,5,4,5
173059,5,1,5,4,5
173068,4,2,4,4,4
174001,4,2,4,4,4
174004,4,2,4,4,4
174007,4,2,4,4,4
174010,4,2,4,3,4
174016,4,2,4,4,4
174019,4,2,4,4,4
174020,4,2,4,3,3
174023,4,2,4,4,4
174026,4,2,4,4,4
174027,4,2,4,3,4
174034,4,2,4,4,4
174039,4,2,4,4,4
174040,4,2,4,4,4
174045,4,2,4,4,4
174056,4,2,4,4,4
174058,4,2,4,4,4
174075,4,2,4,4,4
174079,4,2,4,4,4
174081,4,2,4,4,4
175002,4,2,4,3,4
175004,4,2,4,3,4
175006,4,2,4,4,4
175007,4,2,3,3,4
175008,5,1,4,4,4
175009,5,1,4,4,5
175014,3,2,2,3,3
175015,5,1,5,4,5
175019,5,1,5,4,5
175021,4,2,4,3,4
175024,5,1,5,4,5
175025,3,2,3,3,4
175029,4,1,4,3,4
175036,2,4,1,4,4
175037,5,1,5,4,5
175039,2,3,2,3,3
175045,4,2,4,3,4
175076,4,3,3,2,4
175077,3,3,3,4,5
175078,5,1,5,4,5
176007,5,1,3,4,5
176008,5,1,3,4,4
176011,5,1,3,4,4
176012,5,1,3,4,5
176019,5,1,4,4,5
176028,5,1,3,4,4
176036,5,1,3,4,5
176040,5,1,3,4,5
176044,5,1,4,4,5
176046,5,1,5,4,5
176054,5,1,5,4,5
176057,5,1,4,4,5
176058,5,1,3,4,5
176060,5,1,5,4,5
176061,5,1,3,4,5
176068,5,1,4,4,5
176069,5,1,3,3,5
176071,5,1,3,4,5
176073,5,1,3,4,5
176080,5,1,3,4,5
176082,5,3,5,4,5
176089,4,1,2,4,4
177002,4,2,4,3,5
177008,4,1,5,4,5
177011,4,1,4,4,5
177014,5,1,4,3,5
177021,4,1,4,2,4
177022,3,2,4,4,5
177023,4,1,4,1,4
177024,4,1,4,4,5
177025,3,1,4,1,4
177028,4,2,4,4,4
177029,4,3,3,4,4
177030,4,1,4,4,4
177039,2,3,3,3,4
177040,4,2,3,3,4
177047,3,2,4,4,4
177048,4,2,3,2,4
177052,4,1,4,3,4
177070,4,2,4,4,4
177071,4,1,4,3,5
178001,3,1,3,3,5
178006,2,3,2,3,3
178042,2,2,4,3,5
178051,4,1,5,4,5
178058,4,1,4,3,5
178064,4,1,4,2,5
178078,3,3,4,3,5
178087,4,1,5,4,5
179001,4,3,3,2,3
179004,3,3,3,2,3
179011,3,3,4,3,4
179013,3,2,3,2,3
179020,3,4,3,3,4
179031,4,3,4,3,3
179033,3,4,2,3,3
179066,3,2,3,2,3
179073,4,3,4,3,4
179079,4,3,2,1,2
179084,4,2,4,3,4
179085,3,3,4,3,4
180001,5,1,3,4,4
180003,2,2,3,3,3
180004,1,4,1,3,3
180010,1,3,1,3,1
180012,1,5,1,2,1
180013,1,4,1,1,1
180016,1,5,1,2,1
180031,4,2,2,3,3
180037,1,4,3,3,1
180039,4,2,3,3,3
180046,3,2,3,3,3
180051,1,3,2,3,4
180052,1,5,1,2,1
180055,2,3,1,2,1
180065,2,3,2,3,2
180067,4,1,4,4,4
180069,1,4,2,3,2
180084,4,1,2,3,4
180089,3,2,3,3,4
182010,5,1,4,4,5
182017,4,2,4,3,5
182018,5,1,4,3,4
182028,4,2,3,3,4
182036,5,1,4,3,4
182038,5,2,4,4,5
182045,4,2,3,3,4
182046,5,2,3,2,4
182049,4,2,2,4,5
183004,5,1,5,4,5
183005,5,1,5,4,5
183009,5,1,4,3,5
183012,5,1,5,4,5
183014,5,1,5,4,5
183017,4,2,4,4,5
183018,5,1,5,4,5
183021,5,1,5,4,5
183023,4,1,4,4,5
183024,5,1,5,4,5
183025,5,1,4,4,5
183026,5,1,3,3,4
183027,5,1,5,4,5
183031,5,1,5,4,5
183035,5,1,5,4,5
183043,5,1,5,4,5
183056,5,1,5,4,5
183064,5,1,5,4,5
183068,5,1,5,4,5
183072,5,1,5,4,5
184003,2,3,2,3,3
184005,2,3,1,3,4
184006,4,2,3,2,3
184010,4,1,4,3,4
184011,3,2,1,3,4
184013,4,1,4,3,4
184016,1,4,1,3,4
184019,2,2,4,3,4
184026,3,3,2,3,4
184046,4,2,3,3,4
184078,3,2,3,3,5
185012,1,4,1,3,4
185013,1,4,1,4,5
185014,4,3,2,2,5
185028,3,3,1,4,5
185035,5,1,3,3,5
185038,4,1,2,4,5
185039,5,1,3,2,5
185040,3,2,1,2,5
185041,5,3,3,2,5
185050,2,4,1,3,4
185055,1,2,1,2,3
185056,4,3,3,2,4
185058,1,5,1,4,5
185059,1,5,1,3,1
185067,5,1,4,4,5
185072,5,1,2,3,5
185089,5,3,4,3,4
186001,5,1,4,4,5
186006,5,2,3,4,5
186015,4,2,3,3,5
186023,3,5,1,2,2
186025,4,3,3,3,5
186029,4,2,3,3,5
186048,5,1,5,4,5
186051,5,4,3,2,5
186054,5,1,5,3,5
186057,3,4,1,3,5
186059,5,1,5,4,5
186060,4,2,3,3,5
186068,5,1,5,4,5
186073,5,1,5,4,5
186079,5,4,5,2,5
186084,5,1,5,4,5
186086,4,1,4,4,5
187010,1,3,1,2,3
187015,2,3,1,3,3
187018,4,1,2,3,4
187019,1,4,1,2,1
187021,1,4,1,2,2
187031,1,4,1,4,3
187037,4,2,2,3,4
187043,4,2,4,4,5
187044,4,2,3,3,4
187047,3,3,3,3,3
187050,2,2,1,2,4
187051,2,2,2,3,2
187053,1,3,1,3,2
187088,4,2,3,4,4
187090,2,3,2,2,4
188003,4,2,4,3,5
188005,3,3,1,2,3
188014,4,2,4,3,4
188018,3,3,2,3,4
188019,5,2,5,4,5
188022,3,2,3,3,5
188026,1,2,1,3,4
188027,1,3,1,3,5
188029,1,4,1,2,4
188034,3,2,3,3,4
188035,4,2,4,4,5
188037,4,2,3,3,4
188039,5,2,4,4,5
188041,5,1,4,4,5
188043,4,2,3,3,5
188051,4,2,4,4,5
188054,5,2,5,4,5
188055,4,2,4,4,5
188056,4,2,4,3,5
189019,4,3,1,2,1
189041,2,4,1,3,2
189045,5,3,4,3,5
189078,4,2,4,4,5
189088,4,3,4,3,5
189090,4,2,3,3,4
190001,5,1,4,3,4
190004,4,2,3,4,3
190005,5,1,5,4,4
190007,4,2,4,3,4
190009,4,2,4,4,4
190015,4,2,3,4,4
190036,4,2,4,4,4
190044,4,3,4,4,4
190072,5,2,4,4,4
191003,2,3,2,3,5
191008,5,1,3,4,5
191013,2,2,2,3,5
191018,2,2,2,3,5
191024,5,1,2,3,5
192001,4,1,4,3,4
192002,4,2,3,3,4
192004,4,1,4,3,4
192005,4,3,4,4,4
192006,3,2,2,3,3
192009,4,2,4,4,4
192012,3,3,4,4,5
192045,3,3,2,4,3
192068,5,1,4,4,5
192076,2,4,2,3,3
193001,4,1,4,3,4
193002,2,2,2,3,4
193004,4,1,4,3,4
193007,4,1,3,3,4
193008,4,1,4,3,4
193010,5,1,4,3,5
193011,4,1,3,2,4
193013,4,1,3,3,4
193015,5,1,4,4,5
193016,4,2,2,3,2
193017,4,2,2,2,2
193018,2,3,2,4,4
193020,4,2,3,3,4
193026,5,1,5,4,5
193034,5,1,4,3,4
193036,4,1,4,3,4
193040,5,1,4,4,5
193044,5,1,4,4,5
193052,2,1,2,3,4
193070,2,2,2,3,4
193082,5,1,4,4,5
194004,5,2,5,4,5
194008,3,2,4,3,4
194022,5,2,5,4,5
194029,4,3,4,4,5
194035,4,2,3,4,5
194050,4,2,4,4,5
194081,5,3,3,3,5
195001,3,4,2,3,3
195003,4,3,2,4,3
195005,3,3,3,3,4
195038,4,3,4,4,4
195084,4,3,4,3,4
196003,3,2,4,4,5
196008,5,1,4,3,5
196009,3,2,3,3,4
196014,3,2,3,3,5
196019,2,3,3,4,4
196021,4,2,4,3,4
196033,2,3,3,3,4
196035,2,2,3,4,4
196036,5,1,4,3,5
196038,3,2,3,3,4
196047,5,1,4,4,5
196048,4,2,3,3,4
196050,4,1,4,1,1
196056,2,2,3,4,4
196059,2,3,3,4,4
196064,4,2,2,2,2
196070,5,1,4,3,5
196076,5,1,5,4,5
196078,2,2,2,2,1
196085,4,1,4,3,4
196088,2,3,2,2,2
197007,2,3,3,3,4
197009,3,2,3,3,4
197011,4,4,4,3,4
197042,5,2,4,4,4
197069,2,3,4,3,4
197090,4,2,4,4,4
198001,4,2,4,3,5
198004,5,2,3,3,5
198010,3,2,3,3,4
198013,4,2,3,3,4
198015,4,2,4,3,4
198016,4,1,3,3,4
198017,4,2,3,2,4
198070,5,1,4,4,5
198071,4,1,4,3,5
198087,4,2,3,3,4
199001,1,4,1,1,4
199004,3,2,2,2,4
199014,3,3,3,2,4
199017,4,2,4,2,4
199019,2,4,2,2,4
199023,5,1,3,3,5
199035,3,2,2,3,4
199057,2,3,2,2,4
199063,3,3,3,3,4
199078,4,3,3,2,4
199085,4,2,3,2,4
201005,1,3,1,2,1
201008,4,2,4,4,4
201025,3,2,1,2,1
201033,2,2,2,3,2
201036,4,2,4,3,4
201043,4,1,4,3,4
201047,2,2,3,3,3
201053,2,2,2,3,3
201065,2,2,2,3,3
201066,4,1,4,4,4
201068,5,1,5,3,4
201069,4,2,4,3,4
201076,3,2,3,3,3
202023,4,1,4,3,5
202026,4,2,4,3,4
202044,4,2,3,3,4
202053,4,2,3,3,4
202055,4,1,4,3,4
202059,4,1,3,3,4
202064,5,1,4,4,4
202065,4,2,5,3,5
202070,4,2,2,3,4
202078,5,1,4,4,5
202080,4,3,3,4,4
202081,4,2,5,4,5
202124,4,2,2,4,5
202132,5,1,5,3,5
202147,5,1,5,3,5
202155,4,2,4,3,4
202158,3,3,3,3,2
202161,3,3,4,3,5
202163,4,2,5,4,5
202165,4,2,5,3,5
202173,5,2,5,4,5
202176,4,2,4,4,5
202179,5,1,5,4,5
202180,4,3,5,3,5
202188,4,2,4,3,4
202189,4,2,1,3,3
202191,4,1,4,3,3
202196,5,1,5,4,5
202201,4,2,3,3,4
202202,2,3,3,3,3
202205,3,3,3,3,4
202238,4,2,4,4,5
202240,3,2,3,3,4
202261,2,3,3,3,4
202263,5,1,5,4,5
202285,4,1,4,4,5
202291,4,2,2,3,5
202339,4,2,3,4,5
202382,2,3,2,3,4
202408,3,3,3,3,5
202433,5,1,3,4,5
202448,4,2,3,2,4
202449,4,2,3,3,5
202458,4,2,3,3,5
202467,2,3,3,3,4
202478,5,1,3,4,5
202500,4,2,4,4,5
202501,5,1,4,4,5
202505,5,2,4,4,5
202518,3,2,3,2,4
202522,2,3,2,3,4
202542,5,1,5,3,5
202574,5,1,5,4,5
202579,5,1,5,4,5
202581,5,1,5,3,5
202585,5,1,4,3,5
202592,4,2,3,3,4
202609,2,3,4,2,1
202615,4,3,3,3,4
203003,5,1,3,2,5
203017,4,1,1,2,2
203018,5,1,4,4,5
203023,3,3,2,2,5
203027,5,1,3,3,5
203031,5,3,4,4,5
203042,4,2,4,2,5
203053,2,4,2,1,5
203054,2,1,1,4,4
203056,2,1,1,4,5
203065,5,1,3,4,5
203070,5,1,4,4,5
203073,2,1,3,3,4
203077,2,1,1,4,5
203081,4,3,4,4,5
203088,5,1,4,4,5
204001,4,2,4,3,4
204005,4,1,4,3,4
204010,4,2,4,3,4
204020,4,1,3,3,4
204045,4,1,4,3,4
204074,2,3,2,3,3
204076,2,2,3,3,3
204087,3,2,3,3,4
205005,4,2,3,3,3
205009,5,1,4,4,5
205026,5,1,4,4,5
205052,5,1,4,4,5
205059,5,1,4,4,5
205062,2,2,3,3,4
205064,5,1,4,4,5
205078,2,2,2,4,4
205084,5,1,5,4,5
205090,5,1,5,4,5
206017,3,3,3,3,4
206018,4,3,3,3,2
206020,3,4,3,2,3
206025,3,3,4,3,2
206030,3,4,3,3,4
206031,3,4,3,3,3
206032,3,3,4,3,3
206033,3,3,4,3,4
206034,3,4,2,3,3
206038,3,4,2,3,4
206039,3,4,3,3,4
206047,3,3,4,3,3
206053,4,2,4,3,2
207009,4,2,3,3,4
207011,4,4,4,4,4
207014,5,5,5,4,5
207016,4,2,4,3,4
207018,5,4,4,3,4
207038,5,1,5,4,5
207053,4,3,3,3,4
207082,4,2,3,3,4
208001,3,2,3,3,4
208002,4,3,2,3,4
208003,4,2,3,3,4
208006,3,3,3,3,4
208009,1,3,2,3,4
208015,3,3,2,3,3
208020,4,2,3,3,4
208022,4,2,3,3,3
208029,3,3,3,3,4
208042,4,3,3,3,4
208045,2,4,2,3,3
208049,2,3,2,3,2
208061,2,3,2,4,4
208066,3,3,3,3,3
208067,4,1,3,3,4
208070,3,4,2,3,4
209003,1,4,3,3,3
209007,3,2,3,3,3
209023,3,3,3,2,4
209025,3,2,3,3,3
209045,1,3,3,4,4
209053,4,2,3,3,4
209071,2,3,3,3,4
209072,4,4,3,2,2
209073,4,3,3,3,4
209080,4,2,3,3,4
